"Trial","Genotype ","Replication","TN","RN","ARP","RL","Category"
"1st Expt","MG470",2,8,121,26.853,756.429,"kk"
"1st Expt","MG470",3,7,103,29.63,612.402,"kk"
"1st Expt","MG470",1,8,117,31.324,738.802,"kk"
"1st Expt","MG474",3,5,137,33.334,800.848,"kk"
"1st Expt","MG474",1,4,112,34.106,738.013,"kk"
"1st Expt","MG474",2,4,107,31.25,783.091,"kk"
"1st Expt","MG475",2,3,42,40.746,769.536,"kk"
"1st Expt","MG475",3,3,54,41.289,762.749,"kk"
"1st Expt","MG475",1,3,56,40.809,923.366,"kk"
"1st Expt","MG479",2,6,157,32.193,667.751,"kk"
"1st Expt","MG479",1,6,143,32.948,842.423,"kk"
"1st Expt","MG479",3,6,141,34.207,661.208,"kk"
"1st Expt","MG480",1,7,140,32.091,792.365,"kk"
"1st Expt","MG480",2,6,122,31.183,902.374,"kk"
"1st Expt","MG480",3,6,127,32.647,632.843,"kk"
"1st Expt","MG484",3,4,125,16.315,858.469,"kk"
"1st Expt","MG484",1,5,150,18.791,857.84,"kk"
"1st Expt","MG484",2,5,148,16.032,618.814,"kk"
"1st Expt","MG485",2,5,131,31.996,541.353,"kk"
"1st Expt","MG485",3,5,146,33.009,902.746,"kk"
"1st Expt","MG485",1,4,96,33.027,763.214,"kk"
"1st Expt","MG489",2,5,144,30.31,645.163,"kk"
"1st Expt","MG489",1,5,101,32.177,652.085,"kk"
"1st Expt","MG489",3,6,135,32.992,959.922,"kk"
"1st Expt","MG490",2,7,114,31.93,673.198,"kk"
"1st Expt","MG490",1,7,99,37.061,742.142,"kk"
"1st Expt","MG490",3,8,126,37.949,815.712,"kk"
"1st Expt","MG491",2,7,119,29.249,891.537,"kk"
"1st Expt","MG491",1,7,97,26.795,899.088,"kk"
"1st Expt","MG491",3,7,115,27.431,879.899,"kk"
"1st Expt","MG494",3,5,62,33.329,672.491,"kk"
"1st Expt","MG494",1,4,56,31.083,705.807,"kk"
"1st Expt","MG494",2,4,53,27.92,1030.42,"kk"
"1st Expt","MG495",3,5,112,39.239,770.813,"kk"
"1st Expt","MG495",1,4,103,40.148,567.818,"kk"
"1st Expt","MG495",2,5,123,41.724,785.211,"kk"
"1st Expt","MG496",3,4,83,44.168,755.654,"kk"
"1st Expt","MG496",2,4,87,47.098,735.847,"kk"
"1st Expt","MG496",1,4,100,46.557,566.307,"kk"
"1st Expt","MG499",2,3,98,33.45,832.649,"kk"
"1st Expt","MG499",1,3,102,35.725,940.24,"kk"
"1st Expt","MG499",3,3,95,33.564,738.706,"kk"
"1st Expt","MG501",1,6,144,43.212,749.307,"kk"
"1st Expt","MG501",2,7,150,38.372,941.394,"kk"
"1st Expt","MG501",3,6,162,37.887,924.994,"kk"
"1st Expt","MG504",2,5,108,23.737,668.18,"kk"
"1st Expt","MG504",3,4,103,24.127,567.414,"kk"
"1st Expt","MG504",1,5,111,26.78,578.324,"kk"
"1st Expt","MG506",1,7,91,36.528,852.427,"kk"
"1st Expt","MG506",3,7,96,36.954,821.226,"kk"
"1st Expt","MG506",2,6,74,37.067,604.164,"kk"
"1st Expt","MG509",3,9,100,36.242,860.639,"kk"
"1st Expt","MG509",1,8,83,38.973,1018.152,"kk"
"1st Expt","MG509",2,9,115,41.266,739.398,"kk"
"1st Expt","MG511",1,6,124,29.035,1035.227,"kk"
"1st Expt","MG511",2,6,126,26.966,950.527,"kk"
"1st Expt","MG511",3,5,108,30.686,1072.501,"kk"
"1st Expt","MG516",3,5,85,26.803,936.31,"kk"
"1st Expt","MG516",2,5,93,25.719,953.67,"kk"
"1st Expt","MG516",1,4,63,27.456,1057.216,"kk"
"1st Expt","MG519",1,4,70,30.076,894.149,"kk"
"1st Expt","MG519",3,6,86,26.15,711.356,"kk"
"1st Expt","MG519",2,5,93,24.293,616.247,"kk"
"1st Expt","MG523",1,5,127,31.634,921.39,"kk"
"1st Expt","MG523",3,5,142,31.11,864.084,"kk"
"1st Expt","MG523",2,5,122,31.818,571.461,"kk"
"1st Expt","MG524",3,7,147,39.862,472.048,"kk"
"1st Expt","MG524",2,6,123,40.038,710.178,"kk"
"1st Expt","MG524",1,6,145,37.427,902.171,"kk"
"1st Expt","MG528",2,8,106,34.72,881.334,"kk"
"1st Expt","MG528",1,10,149,35.632,816.16,"kk"
"1st Expt","MG528",3,9,136,32.071,926.169,"kk"
"1st Expt","MG529",3,8,97,32.141,648.115,"kk"
"1st Expt","MG529",2,8,112,33.579,572.585,"kk"
"1st Expt","MG529",1,8,111,29.134,592.029,"kk"
"1st Expt","MG534",3,8,113,30.614,899.585,"kk"
"1st Expt","MG534",2,8,141,32.866,656.528,"kk"
"1st Expt","MG534",1,8,115,31.678,870.81,"kk"
"1st Expt","MG538",2,4,112,37.358,735.159,"kk"
"1st Expt","MG538",1,4,136,34.424,730.81,"kk"
"1st Expt","MG538",3,4,125,32.426,734.606,"kk"
"1st Expt","MG539",3,8,178,38.768,757.365,"kk"
"1st Expt","MG539",1,7,131,34.185,982,"kk"
"1st Expt","MG539",2,8,176,36.644,921.556,"kk"
"1st Expt","MG542",1,5,164,40.998,979.216,"kk"
"1st Expt","MG542",3,4,115,37.973,833.091,"kk"
"1st Expt","MG542",2,6,140,38.51,721.213,"kk"
"1st Expt","MG544",2,5,115,28.533,866.615,"kk"
"1st Expt","MG544",3,5,133,30.605,930.942,"kk"
"1st Expt","MG544",1,5,101,31.206,840.443,"kk"
"1st Expt","MG545",2,10,164,39.407,629.346,"kk"
"1st Expt","MG545",3,11,155,35.212,792.5,"kk"
"1st Expt","MG545",1,10,123,37.605,568.294,"kk"
"1st Expt","MG546",3,9,149,30.73,616.487,"kk"
"1st Expt","MG546",2,8,118,34.253,567.185,"kk"
"1st Expt","MG546",1,9,126,31.203,870.539,"kk"
"1st Expt","MG547",2,6,140,32.267,773.944,"kk"
"1st Expt","MG547",1,5,122,30.433,918.562,"kk"
"1st Expt","MG547",3,4,98,29.086,1166.023,"kk"
"1st Expt","MG548",2,7,99,36.375,1023.084,"kk"
"1st Expt","MG548",1,7,102,32.72,986.821,"kk"
"1st Expt","MG548",3,6,106,29.848,1088.305,"kk"
"1st Expt","MG549",2,10,122,27.669,967.812,"kk"
"1st Expt","MG549",3,11,131,31.619,957.831,"kk"
"1st Expt","MG549",1,9,119,29.31,909.783,"kk"
"1st Expt","MG550",3,10,130,20.191,568.57,"kk"
"1st Expt","MG550",2,9,109,26.285,781.676,"kk"
"1st Expt","MG550",1,9,105,23.519,913.825,"kk"
"1st Expt","MG551",3,8,209,22.965,1139.271,"kk"
"1st Expt","MG551",1,8,188,22.789,1105.957,"kk"
"1st Expt","MG551",2,9,200,22.154,1035.79,"kk"
"1st Expt","MG552",3,8,121,33.963,852.901,"kk"
"1st Expt","MG552",1,7,98,34.942,610.047,"kk"
"1st Expt","MG552",2,7,86,35.135,793.396,"kk"
"1st Expt","MG553",2,6,137,40.305,1157.831,"kk"
"1st Expt","MG553",3,6,112,41.559,983.002,"kk"
"1st Expt","MG553",1,6,115,39.379,897.713,"kk"
"1st Expt","MG554",3,9,107,41.498,529.929,"kk"
"1st Expt","MG554",2,9,123,37.231,548.352,"kk"
"1st Expt","MG554",1,9,98,39.456,661.231,"kk"
"1st Expt","MG555",1,8,158,36.247,1029.295,"kk"
"1st Expt","MG555",2,8,105,37.159,975.488,"kk"
"1st Expt","MG555",3,8,115,36.304,668.743,"kk"
"1st Expt","MG556",2,6,60,19.751,842.924,"kk"
"1st Expt","MG556",1,6,78,21.25,779.212,"kk"
"1st Expt","MG556",3,5,58,19.004,943.107,"kk"
"1st Expt","MG557",3,4,144,39.176,857.265,"kk"
"1st Expt","MG557",1,4,134,38.928,920.26,"kk"
"1st Expt","MG557",2,4,146,38.225,536.675,"kk"
"1st Expt","MG558",1,8,130,28.74,588.134,"kk"
"1st Expt","MG558",2,9,140,24.815,650.824,"kk"
"1st Expt","MG558",3,9,152,25.545,657.377,"kk"
"1st Expt","MG559",1,4,67,20.806,694.325,"kk"
"1st Expt","MG559",2,4,54,21.499,632.765,"kk"
"1st Expt","MG559",3,4,62,23.333,639.598,"kk"
"1st Expt","MG560",2,4,88,27.014,535.425,"kk"
"1st Expt","MG560",3,5,95,28.101,656.254,"kk"
"1st Expt","MG560",1,5,75,23.796,687.133,"kk"
